Respondent_Serial,ID,ReturnCode,IDType,USHOU1,MRK_SMPGRP,MRK_SMPSRC,IISPanelistID,DP_INCOME,DP_GENAGE,DP_EDUCATION_BAN,DP_HISPANIC_BAN,DP_USHHI2_der,usedu3_der,usmar2_der,EMP01_der,USRACE4_der,USRETH3_der,HADD_ZipCode_US,HCAL_REGION1_US,HCAL_REGION1_Label_abbreviation_US,HCAL_REGION1_Label_US,HCAL_Region3_US,HCAL_Region3_Label_US,HCAL_Region2_US,HCAL_Region2_Label_US,HCAL_AGGLO_CODE_US,HCAL_AGGLO_CODE_Label_US,HCAL_MktSize_US,HCAL_MktSize_Label_US,HCAL_STDMKTSIZE_US,HCAL_STDMKTSIZE_Label_US,HCAL_STDREGION_4CODES_US,HCAL_STDREGION_4CODES_Label_US,HCAL_STDREGION_US,HCAL_STDREGION_Label_US,TimeZone_US,Time_Zone_Label_US,NielsenCountySizeCode_US,QMktSize_1_1,QMktSize_2_1,QMktSize_3_1,QMktSize_4_1,QMktSize_5_1,QMktSize_6_1,QMktSize_7_1,QMktSize_8_1,QMktSize_9_1,QMktSize_10_1,QMktSize_11_1,QMktSize_12_1,QMktSize_13_1,QMktSize_14_1,QMktSize_15_1,QMktSize_16_1,QMktSize_17_1,QMktSize_18_1,QMktSize_19_1,QMktSize_20_1,QMktSize_21_1,QMktSize_22_1,QMktSize_23_1,QMktSize_24_1,QMktSize_25_1,QMktSize_26_1,QMktSize_27_1,QMktSize_28_1,QMktSize_29_1,QMktSize_30_1,QMktSize_31_1,QMktSize_32_1,QMktSize_33_1,QMktSize_34_1,QMktSize_35_1,QMktSize_36_1,QMktSize_37_1,QMktSize_38_1,QMktSize_39_1,QMktSize_40_1,QMktSize_41_1,QMktSize_42_1,QMktSize_43_1,QMktSize_44_1,QMktSize_45_1,QMktSize_46_1,QMktSize_47_1,QMktSize_48_1,QMktSize_49_1,QMktSize_50_1,QMktSize_51_1,QMktSize_52_1,QMktSize_53_1,QMktSize_54_1,QMktSize_55_1,QMktSize_56_1,QMktSize_57_1,QMktSize_58_1,QMktSize_59_1,QMktSize_60_1,QMktSize_61_1,QMktSize_62_1,QMktSize_63_1,QMktSize_64_1,QMktSize_65_1,QMktSize_66_1,QMktSize_67_1,QMktSize_68_1,QMktSize_69_1,QMktSize_70_1,QMktSize_71_1,QMktSize_72_1,QMktSize_73_1,QMktSize_74_1,QMktSize_75_1,QMktSize_76_1,QMktSize_77_1,QMktSize_78_1,QMktSize_79_1,QMktSize_80_1,QMktSize_81_1,QMktSize_82_1,QMktSize_83_1,QMktSize_84_1,QMktSize_85_1,QMktSize_86_1,QMktSize_87_1,QMktSize_88_1,QMktSize_89_1,QMktSize_90_1,QMktSize_91_1,QMktSize_92_1,QMktSize_93_1,QMktSize_94_1,QMktSize_95_1,QMktSize_96_1,QMktSize_97_1,QMktSize_98_1,QMktSize_99_1,ZIP_3DIGIT,ZIP_5DIGIT,State_Recoded,USHHI2,DMA,DP_ETHNICITY_BAN,Weightvar,resp_gender,resp_age,resp_age_long,REGION4,US09KID,US09KAB01,US09KAB02,US09KAB03,US09KAB04,US09KAB05,US09KAB06,US09KAB07,US09KAB08,US09KAB09,US09KAB10,US09KAB11,US09KAB12,US09KAB13,US09KAB14,US09KAB15,US09KAB16,US09KAB17,US09KAB18,US09KAB19,US09KAG01,US09KAG02,US09KAG03,US09KAG04,US09KAG05,US09KAG06,US09KAG07,US09KAG08,US09KAG09,US09KAG10,US09KAG11,US09KAG12,US09KAG13,US09KAG14,US09KAG15,US09KAG16,US09KAG17,US09KAG18,US09KAG19,USMAR2,STATE,US09KAB_AG_merged01,US09KAB_AG_merged02,US09KAB_AG_merged03,US09KAB_AG_merged04,US09KAB_AG_merged05,US09KAB_AG_merged06,US09KAB_AG_merged07,US09KAB_AG_merged08,US09KAB_AG_merged09,US09KAB_AG_merged10,US09KAB_AG_merged11,US09KAB_AG_merged12,US09KAB_AG_merged13,US09KAB_AG_merged14,US09KAB_AG_merged15,US09KAB_AG_merged16,US09KAB_AG_merged17,US09KAB_AG_merged18,US09KAB_AG_merged19,Age_pres,GENAGE_der,MRK_STATUS_DYN,MRK_START_TIME_DYN,MRK_END_TIME_DYN,MRK_DIFF_TIME_DYN,QUOTA_DYN,QUOTA_CAN_GENDER_DYN,QUOTA_CAN_AGERANGE_DYN,QUOTA_CAN_REGION_DYN,QUOTA_ROT_DYN1,QUOTA_ROT_DYN2,DYN101,DYN102,DYN103,DYN104,DYN105,DYN106,DYN107,DYN108,DYN109,DYN110,DYN111,DYN112,DYN113,GRID_DYN2_1_DYN2,GRID_DYN2_2_DYN2,GRID_DYN2_3_DYN2,GRID_DYN2_4_DYN2,GRID_DYN2_5_DYN2,GRID_DYN2_6_DYN2,GRID_DYN2_7_DYN2,GRID_DYN2_8_DYN2,GRID_DYN2_9_DYN2,GRID_DYN2_10_DYN2,GRID_DYN2_11_DYN2,GRID_DYN2_12_DYN2,SPLIT_ORDER_DYN2_1_DYN2_ORDER,SPLIT_ORDER_DYN2_2_DYN2_ORDER,SPLIT_ORDER_DYN2_3_DYN2_ORDER,SPLIT_ORDER_DYN2_4_DYN2_ORDER,SPLIT_ORDER_DYN2_5_DYN2_ORDER,SPLIT_ORDER_DYN2_6_DYN2_ORDER,SPLIT_ORDER_DYN2_7_DYN2_ORDER,SPLIT_ORDER_DYN2_8_DYN2_ORDER,SPLIT_ORDER_DYN2_9_DYN2_ORDER,SPLIT_ORDER_DYN2_10_DYN2_ORDER,SPLIT_ORDER_DYN2_11_DYN2_ORDER,SPLIT_ORDER_DYN2_12_DYN2_ORDER,DYN3,MARK_START_TIME_DYN,MARK_END_TIME_DYN,MARK_DIFF_TIME_DYN,Section_Version_DYN,Wavemarker,RACE_wgt,CurrentMonth,CurrentYear,KIDS01,USRACE41,USRACE42,USRACE43,USRACE44,USRACE45,USRACE46,USRACE47,COUNTRY10,INDHH1001,INDHH1002,INDHH1003,INDHH1004,INDHH1005,INDHH1006,INDHH1007,INDHH1008,INDHH1009,INDHH1010,INDHH1011,INDHH1012,INDHH1013,INDHH1014,INDHH1015,INDHH1016,INDHH1017,INDHH1018,INDHH1019,INDHH1020,INDHH1021,INDHH1022,INDHH1023,INDHH1024,INDHH1025,INDHH1026,INDHH1027,INDHH1028,INDHH1029,INDHH1030,INDHH1031,INDHH1032,INDHH1033,INDHH1034,INDHH1035,INDHH1036,USEDU3,USRETH3,PGS01,EMP01,DKIDS01_1_DKIDS01_Gender,DKIDS01_2_DKIDS01_Gender,DKIDS01_3_DKIDS01_Gender,DKIDS01_4_DKIDS01_Gender,DKIDS01_5_DKIDS01_Gender,DKIDS01_6_DKIDS01_Gender,DKIDS01_7_DKIDS01_Gender,DKIDS01_8_DKIDS01_Gender,DKIDS01_9_DKIDS01_Gender,DKIDS01_10_DKIDS01_Gender,DKIDS01_11_DKIDS01_Gender,DKIDS01_12_DKIDS01_Gender,DKIDS01_1_DKIDS01_YoB,DKIDS01_2_DKIDS01_YoB,DKIDS01_3_DKIDS01_YoB,DKIDS01_4_DKIDS01_YoB,DKIDS01_5_DKIDS01_YoB,DKIDS01_6_DKIDS01_YoB,DKIDS01_7_DKIDS01_YoB,DKIDS01_8_DKIDS01_YoB,DKIDS01_9_DKIDS01_YoB,DKIDS01_10_DKIDS01_YoB,DKIDS01_11_DKIDS01_YoB,DKIDS01_12_DKIDS01_YoB,DKIDS01_1_DKIDS01_MoB,DKIDS01_2_DKIDS01_MoB,DKIDS01_3_DKIDS01_MoB,DKIDS01_4_DKIDS01_MoB,DKIDS01_5_DKIDS01_MoB,DKIDS01_6_DKIDS01_MoB,DKIDS01_7_DKIDS01_MoB,DKIDS01_8_DKIDS01_MoB,DKIDS01_9_DKIDS01_MoB,DKIDS01_10_DKIDS01_MoB,DKIDS01_11_DKIDS01_MoB,DKIDS01_12_DKIDS01_MoB,DKIDS01_1_DKIDS01_Rel,DKIDS01_2_DKIDS01_Rel,DKIDS01_3_DKIDS01_Rel,DKIDS01_4_DKIDS01_Rel,DKIDS01_5_DKIDS01_Rel,DKIDS01_6_DKIDS01_Rel,DKIDS01_7_DKIDS01_Rel,DKIDS01_8_DKIDS01_Rel,DKIDS01_9_DKIDS01_Rel,DKIDS01_10_DKIDS01_Rel,DKIDS01_11_DKIDS01_Rel,DKIDS01_12_DKIDS01_Rel
662,C1461651177,9,1,1,1,3,,3,2,6,2,7,6,1,1,3,2,96814,15,12,Hawaii,15003,HONOLULU,744,"Honolulu, HI",46520,"Urban Honolulu, HI",4,"500,000-999,999",1,<1M,4,West,9,Pacific,10,Hawaii-Aleutian Islands (GMT -10:00),2,,,,,,,744,,,,,,,,,,,,,,,,96814,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,968,96814,12,12,744,3,1.6011620348880407,1,45,45,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,,,,1,,,,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,5,5,5,5,5,2,2,2,2,2,2,3,1,2,1,1,2,1,2,2,2,1,1,2,9,13703643409,13703643713,304,3,0,3,1,2017,0,0,0,0,1,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,C1461264225,9,1,1,1,3,,1,6,4,2,1,4,5,4,1,2,14527,36,33,New York,36123,YATES,538,"Rochester, NY",40380,"Rochester, NY",5,"1,000,000-2,499,999",2,1M-4.9M,1,Northeast,2,Middle Atlantic,5,Eastern (GMT -05:00),4,,,,,,,538,,,,,,,,,,,,,,,,14527,,,,,,,,Northeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,14527,33,2,538,1,0.6735472374701308,2,68,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,5,5,5,5,1,1,5,2,5,6,2,2,2,1,2,1,2,1,1,1,1,2,1,13703642416,13703642568,152,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,1104008802,9,1,3,1,1,1104008802,3,4,6,2,7,6,3,2,1,2,91106,6,5,California,06037,LOS ANGELES,803,"Los Angeles, CA",31080,"Los Angeles-Long Beach-Anaheim, CA",7,"5,000,000 +",3,5M+,4,West,9,Pacific,8,Pacific (GMT -08:00),1,,,,,,,803,,,,,,,,,,,,,,,,91106,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,911,91106,5,11,803,1,0.7268914974655137,2,28,28,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,,,,1,,,,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,4,3,4,5,4,3,3,3,3,3,3,3,1,2,1,1,1,2,2,1,2,1,2,2,4,13703642570,13703642783,213,3,0,1,1,2017,2,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,2,2.0,1.0,,,,,,,,,,,2012.0,2014.0,,,,,,,,,,,9.0,6.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
670,C1461651344,9,1,1,1,3,,4,2,3,2,8,3,3,1,2,2,75253,48,44,Texas,48113,DALLAS,623,"Dallas-Ft. Worth, TX",19100,"Dallas-Fort Worth-Arlington, TX",7,"5,000,000 +",3,5M+,3,South,7,West South Central,6,Central (GMT -06:00),1,,,,,,,623,,,,,,,,,,,,,,,,75253,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752,75253,44,16,623,2,2.136741660785283,1,48,48,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,2,1,,,,1,,,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,3,2,6,3,6,3,6,1,4,4,4,4,1,1,2,1,2,1,2,1,1,2,2,2,7,13703642472,13703642909,437,3,0,2,1,2017,2,0,1,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,2,1,1.0,1.0,,,,,,,,,,,2000.0,2006.0,,,,,,,,,,,4.0,9.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
671,1148604868,9,1,1,1,2,,3,4,7,2,7,7,3,1,1,2,46552,18,15,Indiana,18141,ST JOSEPH,588,"South Bend-Elkhart, IN",43780,"South Bend-Mishawaka, IN-MI",3,"250,000-499,999",1,<1M,2,Midwest,3,East North Central,5,Eastern (GMT -05:00),3,,,,,,,588,,,,,,,,,,,,,,,,46552,,,,,,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,46552,15,12,588,1,0.5833606417154762,2,33,33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,4,1,,,,1,,,,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,2,3,6,6,6,3,2,3,3,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,5,13703642960,13703643202,242,3,0,1,1,2017,2,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,2,2,1,2.0,2.0,,,,,,,,,,,2008.0,2010.0,,,,,,,,,,,3.0,8.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
673,1120496238,9,1,1,1,1,1120496238,1,3,3,2,3,3,5,8,1,2,30240,13,11,Georgia,13285,TROUP,524,"Atlanta, GA",29300,"LaGrange, GA",1,"10,000-99,999",4,Non metro,3,South,5,South Atlantic,5,Eastern (GMT -05:00),4,,,,,,,524,,,,,,,,,,,,,,,,30240,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,30240,11,5,524,1,0.8184087907173915,1,57,57,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,1,,,,1,,,,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,5,4,6,6,4,5,3,3,4,4,3,3,2,2,1,1,1,2,1,2,2,2,1,1,6,13703642275,13703642419,144,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,1100672276,9,1,3,1,1,1100672276,3,6,3,2,7,3,5,4,1,2,92604,6,5,California,06059,ORANGE,803,"Los Angeles, CA",31080,"Los Angeles-Long Beach-Anaheim, CA",7,"5,000,000 +",3,5M+,4,West,9,Pacific,8,Pacific (GMT -08:00),1,,,,,,,803,,,,,,,,,,,,,,,,92604,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,926,92604,5,11,803,1,0.8435223658654736,2,66,66,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,6,1,,,,1,,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,4,4,4,4,3,3,3,3,3,3,3,1,1,2,2,1,1,1,2,1,2,2,2,9,13703642428,13703642588,160,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1129921106,9,1,3,1,2,,3,5,4,2,7,4,2,8,1,2,48328,26,23,Michigan,26125,OAKLAND,505,"Detroit, MI",19820,"Detroit-Warren-Dearborn, MI",6,"2,500,000-4,999,999",2,1M-4.9M,2,Midwest,3,East North Central,5,Eastern (GMT -05:00),1,,,,,,,505,,,,,,,,,,,,,,,,48328,,,,,,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,483,48328,23,11,505,1,0.6107822187395553,2,44,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,1,,,,1,,,,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,3,4,3,3,3,3,3,3,3,3,2,1,1,1,2,2,2,2,1,1,2,1,9,13703642289,13703642420,131,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,C1461651695,9,1,1,1,3,,1,4,5,2,3,5,1,1,1,2,89502,32,29,Nevada,32031,WASHOE,811,"Reno, NV",39900,"Reno, NV",3,"250,000-499,999",1,<1M,4,West,8,Mountain,8,Pacific (GMT -08:00),2,,,,,,,811,,,,,,,,,,,,,,,,89502,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,89502,29,5,811,1,0.761399867293636,2,25,25,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,1,,,,1,,,,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,4,6,6,6,4,3,2,2,3,6,3,3,1,2,1,1,1,1,2,1,2,2,2,2,7,13703642469,13703642724,255,3,0,1,1,2017,1,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,2,1,1,1.0,,,,,,,,,,,,2007.0,,,,,,,,,,,,9.0,,,,,,,,,,,,1.0,,,,,,,,,,,
704,1060871812,9,1,1,1,2,,4,5,7,2,8,7,2,1,1,2,99026,53,48,Washington,53063,SPOKANE,881,"Spokane, WA",44060,"Spokane-Spokane Valley, WA",4,"500,000-999,999",1,<1M,4,West,9,Pacific,8,Pacific (GMT -08:00),2,,,,,,,881,,,,,,,,,,,,,,,,99026,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990,99026,48,18,881,1,0.7471832972548271,2,35,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,5,1,,,,1,,,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,4,5,5,5,3,5,5,4,4,5,5,2,2,2,1,1,2,2,1,1,1,1,2,7,13703642934,13703643603,669,3,0,1,1,2017,0,1,0,0,0,0,0,0,84,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,1121553761,9,1,3,1,2,,1,4,3,2,1,3,3,7,1,2,84041,49,45,Utah,49011,DAVIS,770,"Salt Lake City, UT",36260,"Ogden-Clearfield, UT",4,"500,000-999,999",1,<1M,4,West,8,Mountain,7,Mountain (GMT -07:00),2,,,,,,,770,,,,,,,,,,,,,,,,84041,,,,,,,,West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,840,84041,45,3,770,1,0.761399867293636,2,25,25,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,,,,1,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,1,2,1,1,2,1,2,1,5,13703642586,13703642835,249,3,0,1,1,2017,1,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,6,2.0,,,,,,,,,,,,2012.0,,,,,,,,,,,,5.0,,,,,,,,,,,,1.0,,,,,,,,,,,
732,1100801551,9,1,1,1,1,1100801551,2,3,3,2,5,3,4,4,1,2,19968,10,8,Delaware,10005,SUSSEX,576,"Salisbury, MD",41540,"Salisbury, MD-DE",3,"250,000-499,999",1,<1M,3,South,5,South Atlantic,5,Eastern (GMT -05:00),3,,,,,,,576,,,,,,,,,,,,,,,,19968,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,19968,8,7,576,1,0.7669146332974425,1,66,66,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,,,,1,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,5,5,2,4,3,1,2,1,3,2,2,2,1,1,1,1,2,1,2,1,2,2,3,13703686859,13703686921,62,3,0,1,1,2017,1,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,1,7,1.0,,,,,,,,,,,,1999.0,,,,,,,,,,,,9.0,,,,,,,,,,,,1.0,,,,,,,,,,,
745,1148435602,9,1,1,1,2,,3,1,6,2,7,6,3,1,1,2,43232,39,36,Ohio,39049,FRANKLIN,535,"Columbus, OH",18140,"Columbus, OH",5,"1,000,000-2,499,999",2,1M-4.9M,2,Midwest,3,East North Central,5,Eastern (GMT -05:00),2,,,,,,,535,,,,,,,,,,,,,,,,43232,,,,,,,,Midwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432,43232,36,15,535,1,0.682699750450326,1,26,26,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,,,,1,,,,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,2,2,2,6,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,2,2,13703644102,13703644365,263,3,0,1,1,2017,2,1,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,2,1,1,1.0,1.0,,,,,,,,,,,2009.0,2007.0,,,,,,,,,,,3.0,6.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,
807,1148340113,9,1,4,1,2,,3,4,5,1,7,5,2,8,4,1,79904,48,44,Texas,48141,EL PASO,765,"El Paso (Las Cruces), TX-NM",21340,"El Paso, TX",4,"500,000-999,999",1,<1M,3,South,7,West South Central,7,Mountain (GMT -07:00),2,,,,,,,765,,,,,,,,,,,,,,,,79904,,,,,,,,South,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799,79904,44,12,765,3,1.6351360670860922,2,23,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,4,1,,,,1,,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,3,4,4,4,3,4,3,3,3,3,3,2,2,1,2,2,2,1,2,1,1,1,1,9,13703643206,13703643426,220,3,0,5,1,2017,0,0,0,0,0,0,0,1,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
